"date","SARS_CoV_2_RNA_copies_d_100000","quantification_flag","flow_m3_d","sample_origin"
"2021-09-12","3160000000000","Q",13640,"ARANi"
"2021-09-12","4660000000000","Q",13741,"ARAUs"
"2021-09-12","2960000000000","Q",7547,"ARAWe"
"2021-09-12","5850000000000","Q",33263,"ARAWi"
"2021-09-12","2920000000000","Q",134397,"ARAZH"
"2021-09-14","1490000000000","Q",5815,"ARAAf"
"2021-09-14","1010000000000","Q",9869,"ARABü"
"2021-09-14","2370000000000","Q",28890,"ARADi"
"2021-09-14","2990000000000","Q",17070,"ARADü"
"2021-09-14","1450000000000","Q",6777,"ARAHo"
"2021-09-14","3350000000000","Q",4310,"ARAIL"
"2021-09-14","418000000000","Q",6972,"ARAMe"
"2021-09-14","3940000000000","Q",14030,"ARANi"
"2021-09-14","2900000000000","Q",13421,"ARAUs"
"2021-09-14","1260000000000","Q",7452,"ARAWe"
"2021-09-14","2370000000000","Q",35133,"ARAWi"
"2021-09-14","3900000000000","Q",145366,"ARAZH"
"2021-09-16","1780000000000","Q",9872,"ARAAf"
"2021-09-16","1210000000000","Q",19814,"ARABü"
"2021-09-16","1350000000000","Q",30903,"ARADi"
"2021-09-16","1760000000000","Q",23300,"ARADü"
"2021-09-16","4220000000000","Q",10008,"ARAHo"
"2021-09-16","3320000000000","Q",10120,"ARAIL"
"2021-09-16","293000000000","D",10825,"ARAMe"
"2021-09-16","3400000000000","Q",35481,"ARANi"
"2021-09-16","2130000000000","Q",36128,"ARAUs"
"2021-09-16","1050000000000","Q",12347,"ARAWe"
"2021-09-16","1930000000000","Q",75926,"ARAWi"
"2021-09-16","2920000000000","Q",237550,"ARAZH"
"2021-09-19","555000000000","D",20167,"ARAAf"
"2021-09-19","726000000000","Q",16406,"ARABü"
"2021-09-19","1340000000000","Q",44080,"ARADi"
"2021-09-19","1180000000000","Q",18770,"ARADü"
"2021-09-19","337000000000","D",13764,"ARAHo"
"2021-09-19","1290000000000","Q",12000,"ARAIL"
"2021-09-19","553000000000","D",14503,"ARAMe"
"2021-09-19","3860000000000","Q",28064,"ARANi"
"2021-09-19","1050000000000","Q",28930,"ARAUs"
"2021-09-19","1490000000000","Q",13589,"ARAWe"
"2021-09-19","2360000000000","Q",62717,"ARAWi"
"2021-09-19","1650000000000","Q",228183,"ARAZH"
"2021-09-21","561000000000","Q",6357,"ARAAf"
"2021-09-21","1220000000000","Q",11193,"ARABü"
"2021-09-21","4000000000000","Q",29203,"ARADi"
"2021-09-21","748000000000","Q",17120,"ARADü"
"2021-09-21","1020000000000","Q",7008,"ARAHo"
"2021-09-21","2130000000000","Q",4900,"ARAIL"
"2021-09-21","153000000000","D",7272,"ARAMe"
"2021-09-21","2540000000000","Q",21698,"ARANi"
"2021-09-21","1130000000000","Q",15378,"ARAUs"
"2021-09-21","761000000000","Q",9004,"ARAWe"
"2021-09-21","1320000000000","Q",43200,"ARAWi"
"2021-09-21","1320000000000","Q",151332,"ARAZH"
"2021-09-23","3910000000000","Q",6162,"ARAAf"
"2021-09-23","2240000000000","Q",9226,"ARABü"
"2021-09-23","5090000000000","Q",28032,"ARADi"
"2021-09-23","968000000000","Q",15920,"ARADü"
"2021-09-23","777000000000","Q",7619,"ARAHo"
"2021-09-23","2220000000000","Q",4420,"ARAIL"
"2021-09-23","175000000000","D",6838,"ARAMe"
"2021-09-23","2370000000000","Q",12618,"ARANi"
"2021-09-23","1230000000000","Q",14403,"ARAUs"
"2021-09-23","1780000000000","Q",8194,"ARAWe"
"2021-09-23","1790000000000","Q",39200,"ARAWi"
"2021-09-23","2200000000000","Q",139638,"ARAZH"
"2021-09-26","1340000000000","Q",5872,"ARAAf"
"2021-09-26","4170000000000","Q",9395,"ARABü"
"2021-09-26","3240000000000","Q",32495,"ARADi"
"2021-09-26","397000000000","Q",15300,"ARADü"
"2021-09-26","829000000000","Q",6889,"ARAHo"
"2021-09-26","1020000000000","Q",4520,"ARAIL"
"2021-09-26","1170000000000","Q",6582,"ARAMe"
"2021-09-26","642000000000","Q",15913,"ARANi"
"2021-09-26","307000000000","Q",13597,"ARAUs"
"2021-09-26","1800000000000","Q",7639,"ARAWe"
"2021-09-26","2260000000000","Q",39800,"ARAWi"
"2021-09-26","1070000000000","Q",139246,"ARAZH"
"2021-09-28","908000000000","Q",6221,"ARAAf"
"2021-09-28","3400000000000","Q",8721,"ARABü"
"2021-09-28","1480000000000","Q",27770,"ARADi"
"2021-09-28","209000000000","D",16580,"ARADü"
"2021-09-28","963000000000","Q",8759,"ARAHo"
"2021-09-28","758000000000","Q",4400,"ARAIL"
"2021-09-28","140000000000","D",8693,"ARAMe"
"2021-09-28","1180000000000","Q",13949,"ARANi"
"2021-09-28","798000000000","Q",15062,"ARAUs"
"2021-09-28","819000000000","Q",7691,"ARAWe"
"2021-09-28","1330000000000","Q",39200,"ARAWi"
"2021-09-28","1650000000000","Q",136177,"ARAZH"
"2021-09-30","699000000000","Q",5631,"ARAAf"
"2021-09-30","754000000000","Q",8349,"ARABü"
"2021-09-30","3990000000000","Q",27948,"ARADi"
"2021-09-30","922000000000","Q",18600,"ARADü"
"2021-09-30","1100000000000","Q",6580,"ARAHo"
"2021-09-30","887000000000","Q",5103,"ARAIL"
"2021-09-30","514000000000","Q",6372,"ARAMe"
"2021-09-30","1340000000000","Q",13650,"ARANi"
"2021-09-30","409000000000","Q",13193,"ARAUs"
"2021-09-30","391000000000","Q",8230,"ARAWe"
"2021-09-30","1310000000000","Q",39000,"ARAWi"
"2021-09-30","1160000000000","Q",143564,"ARAZH"
"2021-10-03","178000000000","D",5785,"ARAAf"
"2021-10-03","123000000000","D",2112,"ARAAn"
"2021-10-03","132000000000","D",8651,"ARABü"
"2021-10-03","187000000000","D",26102,"ARADi"
"2021-10-03","266000000000","Q",16440,"ARADü"
"2021-10-03","146000000000","D",6375,"ARAHo"
"2021-10-03","393000000000","Q",4450,"ARAIL"
"2021-10-03","70300000000","D",6235,"ARAMe"
"2021-10-03","284000000000","Q",13565,"ARANi"
"2021-10-03","701000000000","Q",12776,"ARAUs"
"2021-10-03","615000000000","Q",7311,"ARAWe"
"2021-10-03","693000000000","Q",37300,"ARAWi"
"2021-10-03","296000000000","Q",125824,"ARAZH"
"2021-10-04","1530000000000","Q",47500,"ARAWi"
"2021-10-05","1270000000000","Q",6858,"ARAAf"
"2021-10-05","718000000000","Q",3502,"ARAAn"
"2021-10-05","513000000000","Q",13940,"ARABü"
"2021-10-05","1440000000000","Q",38144,"ARADi"
"2021-10-05","1040000000000","Q",19940,"ARADü"
"2021-10-05","823000000000","Q",9067,"ARAHo"
"2021-10-05","3270000000000","Q",7200,"ARAIL"
"2021-10-05","367000000000","Q",8565,"ARAMe"
"2021-10-05","2990000000000","Q",23312,"ARANi"
"2021-10-05","1810000000000","Q",18114,"ARAUs"
"2021-10-05","621000000000","Q",10654,"ARAWe"
"2021-10-05","2200000000000","Q",57300,"ARAWi"
"2021-10-05","1500000000000","Q",185379,"ARAZH"
"2021-10-06","1420000000000","Q",54720,"ARAWi"
"2021-10-07","670000000000","Q",5706,"ARAAf"
"2021-10-07","341000000000","Q",2015,"ARAAn"
"2021-10-07","2170000000000","Q",8787,"ARABü"
"2021-10-07","2510000000000","Q",28141,"ARADi"
"2021-10-07","1010000000000","Q",17440,"ARADü"
"2021-10-07","753000000000","Q",7375,"ARAHo"
"2021-10-07","587000000000","Q",4300,"ARAIL"
"2021-10-07","1090000000000","Q",7102,"ARAMe"
"2021-10-07","957000000000","Q",15951,"ARANi"
"2021-10-07","848000000000","Q",13352,"ARAUs"
"2021-10-07","602000000000","Q",9218,"ARAWe"
"2021-10-07","1460000000000","Q",40900,"ARAWi"
"2021-10-07","2120000000000","Q",152360,"ARAZH"
"2021-10-10","2160000000000","Q",5142,"ARAAf"
"2021-10-10","3540000000000","Q",1845,"ARAAn"
"2021-10-10","3990000000000","Q",8069,"ARABü"
"2021-10-10","1740000000000","Q",25421,"ARADi"
"2021-10-10","1520000000000","Q",14320,"ARADü"
"2021-10-10","1020000000000","Q",5967,"ARAHo"
"2021-10-10","1350000000000","Q",3939,"ARAIL"
"2021-10-10","858000000000","Q",5877,"ARAMe"
"2021-10-10","895000000000","Q",12663,"ARANi"
"2021-10-10","2410000000000","Q",11883,"ARAUs"
"2021-10-10","617000000000","Q",6949,"ARAWe"
"2021-10-10","1260000000000","Q",34900,"ARAWi"
"2021-10-10","1550000000000","Q",120559,"ARAZH"
"2021-10-11","1070000000000","Q",38260,"ARAWi"
"2021-10-12","1100000000000","Q",10093,"ARAAf"
"2021-10-12","879000000000","Q",1861,"ARAAn"
"2021-10-12","1890000000000","Q",8124,"ARABü"
"2021-10-12","1450000000000","Q",26179,"ARADi"
"2021-10-12","538000000000","Q",15860,"ARADü"
"2021-10-12","959000000000","Q",8502,"ARAHo"
"2021-10-12","378000000000","Q",5308,"ARAIL"
"2021-10-12","260000000000","Q",5871,"ARAMe"
"2021-10-12","597000000000","Q",12661,"ARANi"
"2021-10-12","684000000000","Q",15072,"ARAUs"
"2021-10-12","461000000000","Q",6875,"ARAWe"
"2021-10-12","576000000000","Q",37300,"ARAWi"
"2021-10-12","563000000000","Q",128276,"ARAZH"
"2021-10-13","1170000000000","Q",58300,"ARAWi"
"2021-10-14","826000000000","Q",5207,"ARAAf"
"2021-10-14","1360000000000","Q",1791,"ARAAn"
"2021-10-14","935000000000","Q",8053,"ARABü"
"2021-10-14","1160000000000","Q",30915,"ARADi"
"2021-10-14","1050000000000","Q",15310,"ARADü"
"2021-10-14","440000000000","Q",5965,"ARAHo"
"2021-10-14","94800000000","D",3826,"ARAIL"
"2021-10-14","415000000000","D",5645,"ARAMe"
"2021-10-14","2250000000000","Q",12611,"ARANi"
"2021-10-14","289000000000","Q",11563,"ARAUs"
"2021-10-14","721000000000","Q",6946,"ARAWe"
"2021-10-14","453000000000","Q",35400,"ARAWi"
"2021-10-14","880000000000","Q",126611,"ARAZH"
"2021-10-17","1950000000000","Q",4994,"ARAAf"
"2021-10-17","1410000000000","Q",1851,"ARAAn"
"2021-10-17","1320000000000","Q",6700,"ARABü"
"2021-10-17","1640000000000","Q",24734,"ARADi"
"2021-10-17","1220000000000","Q",13980,"ARADü"
"2021-10-17","560000000000","Q",5849,"ARAHo"
"2021-10-17","504000000000","Q",3900,"ARAIL"
"2021-10-17","260000000000","Q",5545,"ARAMe"
"2021-10-17","2190000000000","Q",12567,"ARANi"
"2021-10-17","1790000000000","Q",10652,"ARAUs"
"2021-10-17","3830000000000","Q",6426,"ARAWe"
"2021-10-17","1120000000000","Q",33600,"ARAWi"
"2021-10-17","1220000000000","Q",115777,"ARAZH"
"2021-10-18","1760000000000","Q",35300,"ARAWi"
"2021-10-19","5290000000000","Q",5081,"ARAAf"
"2021-10-19","1500000000000","Q",1953,"ARAAn"
"2021-10-19","1600000000000","Q",7973,"ARABü"
"2021-10-19","1450000000000","Q",25325,"ARADi"
"2021-10-19","375000000000","Q",14750,"ARADü"
"2021-10-19","1060000000000","Q",5620,"ARAHo"
"2021-10-19","605000000000","Q",3845,"ARAIL"
"2021-10-19","263000000000","Q",5893,"ARAMe"
"2021-10-19","929000000000","Q",13039,"ARANi"
"2021-10-19","1410000000000","Q",12158,"ARAUs"
"2021-10-19","1000000000000","Q",6443,"ARAWe"
"2021-10-19","1430000000000","Q",35100,"ARAWi"
"2021-10-19","2390000000000","Q",128380,"ARAZH"
"2021-10-20","903000000000","Q",35600,"ARAWi"
"2021-10-21","1120000000000","Q",5187,"ARAAf"
"2021-10-21","956000000000","Q",4119,"ARAAn"
"2021-10-21","1040000000000","Q",12084,"ARABü"
"2021-10-21","1090000000000","Q",29486,"ARADi"
"2021-10-21","862000000000","Q",19120,"ARADü"
"2021-10-21","1180000000000","Q",8947,"ARAHo"
"2021-10-21","348000000000","Q",4495,"ARAIL"
"2021-10-21","528000000000","Q",6496,"ARAMe"
"2021-10-21","3190000000000","Q",17718,"ARANi"
"2021-10-21","1430000000000","Q",11622,"ARAUs"
"2021-10-21","2860000000000","Q",9554,"ARAWe"
"2021-10-21","1050000000000","Q",51800,"ARAWi"
"2021-10-21","1880000000000","Q",160823,"ARAZH"
"2021-10-24","1350000000000","Q",5187,"ARAAf"
"2021-10-24","1220000000000","Q",1925,"ARAAn"
"2021-10-24","1860000000000","Q",8258,"ARABü"
"2021-10-24","949000000000","Q",23090,"ARADi"
"2021-10-24","966000000000","Q",14480,"ARADü"
"2021-10-24","1130000000000","Q",6196,"ARAHo"
"2021-10-24","2450000000000","Q",4290,"ARAIL"
"2021-10-24","680000000000","Q",5960,"ARAMe"
"2021-10-24","3860000000000","Q",12898,"ARANi"
"2021-10-24","4160000000000","Q",11104,"ARAUs"
"2021-10-24","1750000000000","Q",7046,"ARAWe"
"2021-10-24","1470000000000","Q",36100,"ARAWi"
"2021-10-24","2290000000000","Q",125267,"ARAZH"
"2021-10-25","4690000000000","Q",37200,"ARAWi"
"2021-10-26","1450000000000","Q",5239,"ARAAf"
"2021-10-26","1390000000000","Q",2090,"ARAAn"
"2021-10-26","2570000000000","Q",8524,"ARABü"
"2021-10-26","8130000000000","Q",25737,"ARADi"
"2021-10-26","5010000000000","Q",15680,"ARADü"
"2021-10-26","2270000000000","Q",6270,"ARAHo"
"2021-10-26","4990000000000","Q",3850,"ARAIL"
"2021-10-26","2130000000000","Q",6113,"ARAMe"
"2021-10-26","10800000000000","Q",12846,"ARANi"
"2021-10-26","2940000000000","Q",11514,"ARAUs"
"2021-10-26","4750000000000","Q",7136,"ARAWe"
"2021-10-26","6860000000000","Q",36700,"ARAWi"
"2021-10-26","3920000000000","Q",132371,"ARAZH"
"2021-10-27","1790000000000","Q",37500,"ARAWi"
"2021-10-28","811000000000","Q",5157,"ARAAf"
"2021-10-28","511000000000","Q",2180,"ARAAn"
"2021-10-28","2740000000000","Q",8257,"ARABü"
"2021-10-28","1140000000000","Q",25856,"ARADi"
"2021-10-28","1630000000000","Q",14700,"ARADü"
"2021-10-28","519000000000","Q",6204,"ARAHo"
"2021-10-28","2090000000000","Q",3770,"ARAIL"
"2021-10-28","664000000000","Q",6086,"ARAMe"
"2021-10-28","3390000000000","Q",12929,"ARANi"
"2021-10-28","2700000000000","Q",12100,"ARAUs"
"2021-10-28","1590000000000","Q",7171,"ARAWe"
"2021-10-28","2490000000000","Q",37100,"ARAWi"
"2021-10-28","2330000000000","Q",131560,"ARAZH"
"2021-10-31","8050000000000","Q",5403,"ARAAf"
"2021-10-31","1650000000000","Q",2160,"ARAAn"
"2021-10-31","1650000000000","Q",8750,"ARABü"
"2021-10-31","3630000000000","Q",26454,"ARADi"
"2021-10-31","1110000000000","Q",15850,"ARADü"
"2021-10-31","615000000000","Q",6229,"ARAHo"
"2021-10-31","1500000000000","Q",3870,"ARAIL"
"2021-10-31","818000000000","Q",5962,"ARAMe"
"2021-10-31","2480000000000","Q",14061,"ARANi"
"2021-10-31","1040000000000","Q",12086,"ARAUs"
"2021-10-31","6140000000000","Q",6989,"ARAWe"
"2021-10-31","1480000000000","Q",36300,"ARAWi"
"2021-10-31","1080000000000","Q",126471,"ARAZH"
"2021-11-01","1990000000000","Q",49385,"ARAWi"
"2021-11-02","2100000000000","Q",6458,"ARAAf"
"2021-11-02","3990000000000","Q",3672,"ARAAn"
"2021-11-02","1680000000000","Q",11690,"ARABü"
"2021-11-02","1930000000000","Q",31866,"ARADi"
"2021-11-02","934000000000","Q",19630,"ARADü"
"2021-11-02","381000000000","D",8218,"ARAHo"
"2021-11-02","2060000000000","Q",5605,"ARAIL"
"2021-11-02","1070000000000","Q",7445,"ARAMe"
"2021-11-02","3250000000000","Q",18556,"ARANi"
"2021-11-02","643000000000","Q",14940,"ARAUs"
"2021-11-02","589000000000","Q",9585,"ARAWe"
"2021-11-02","3060000000000","Q",55900,"ARAWi"
"2021-11-02","1160000000000","Q",187152,"ARAZH"
"2021-11-03","2330000000000","Q",41100,"ARAWi"
"2021-11-04","5120000000000","Q",5252,"ARAAf"
"2021-11-04","1790000000000","Q",2203,"ARAAn"
"2021-11-04","1130000000000","Q",8917,"ARABü"
"2021-11-04","3220000000000","Q",30739,"ARADi"
"2021-11-04","2860000000000","Q",16960,"ARADü"
"2021-11-04","1800000000000","Q",7757,"ARAHo"
"2021-11-04","3210000000000","Q",5140,"ARAIL"
"2021-11-04","1620000000000","Q",6435,"ARAMe"
"2021-11-04","2610000000000","Q",17961,"ARANi"
"2021-11-04","1790000000000","Q",14504,"ARAUs"
"2021-11-04","964000000000","Q",9114,"ARAWe"
"2021-11-04","3620000000000","Q",54300,"ARAWi"
"2021-11-04","2610000000000","Q",152011,"ARAZH"
"2021-11-07","2040000000000","Q",6183,"ARAAf"
"2021-11-07","1110000000000","Q",1932,"ARAAn"
"2021-11-07","1070000000000","Q",7585,"ARABü"
"2021-11-07","1730000000000","Q",24770,"ARADi"
"2021-11-07","1780000000000","Q",14600,"ARADü"
"2021-11-07","393000000000","Q",7282,"ARAHo"
"2021-11-07","2350000000000","Q",4510,"ARAIL"
"2021-11-07","1010000000000","Q",7277,"ARAMe"
"2021-11-07","1450000000000","Q",13507,"ARANi"
"2021-11-07","1420000000000","Q",14606,"ARAUs"
"2021-11-07","1590000000000","Q",6901,"ARAWe"
"2021-11-07","1720000000000","Q",35100,"ARAWi"
"2021-11-07","1370000000000","Q",124042,"ARAZH"
"2021-11-08","10100000000000","Q",40300,"ARAWi"
"2021-11-09","737000000000","Q",5128,"ARAAf"
"2021-11-09","4210000000000","Q",1985,"ARAAn"
"2021-11-09","7200000000000","Q",8911,"ARABü"
"2021-11-09","2540000000000","Q",25417,"ARADi"
"2021-11-09","4360000000000","Q",16600,"ARADü"
"2021-11-09","1280000000000","Q",6140,"ARAHo"
"2021-11-09","2360000000000","Q",3810,"ARAIL"
"2021-11-09","989000000000","Q",6110,"ARAMe"
"2021-11-09","2080000000000","Q",13107,"ARANi"
"2021-11-09","1840000000000","Q",12385,"ARAUs"
"2021-11-09","1660000000000","Q",6986,"ARAWe"
"2021-11-09","2340000000000","Q",37500,"ARAWi"
"2021-11-09","3010000000000","Q",130002,"ARAZH"
"2021-11-10","2760000000000","Q",37100,"ARAWi"
"2021-11-11","2010000000000","Q",5172,"ARAAf"
"2021-11-11","8590000000000","Q",1992,"ARAAn"
"2021-11-11","2170000000000","Q",8081,"ARABü"
"2021-11-11","4890000000000","Q",24722,"ARADi"
"2021-11-11","3000000000000","Q",16740,"ARADü"
"2021-11-11","2160000000000","Q",6248,"ARAHo"
"2021-11-11","2370000000000","Q",3850,"ARAIL"
"2021-11-11","1850000000000","Q",6011,"ARAMe"
"2021-11-11","8320000000000","Q",12990,"ARANi"
"2021-11-11","1990000000000","Q",12122,"ARAUs"
"2021-11-11","3110000000000","Q",6798,"ARAWe"
"2021-11-11","3460000000000","Q",36300,"ARAWi"
"2021-11-11","3850000000000","Q",129437,"ARAZH"
"2021-11-14","3900000000000","Q",5514,"ARAAf"
"2021-11-14","4280000000000","Q",2424,"ARAAn"
"2021-11-14","3000000000000","Q",10120,"ARABü"
"2021-11-14","2950000000000","Q",26915,"ARADi"
"2021-11-14","3000000000000","Q",15480,"ARADü"
"2021-11-14","1780000000000","Q",7241,"ARAHo"
"2021-11-14","4260000000000","Q",5003,"ARAIL"
"2021-11-14","2480000000000","Q",6838,"ARAMe"
"2021-11-14","3380000000000","Q",16401,"ARANi"
"2021-11-14","2640000000000","Q",12627,"ARAUs"
"2021-11-14","2910000000000","Q",7248,"ARAWe"
"2021-11-14","2550000000000","Q",42278,"ARAWi"
"2021-11-14","1860000000000","Q",146173,"ARAZH"
"2021-11-15","5020000000000","Q",35826,"ARAWi"
"2021-11-16","3350000000000","Q",5025,"ARAAf"
"2021-11-16","6190000000000","Q",2073,"ARAAn"
"2021-11-16","10300000000000","Q",8642,"ARABü"
"2021-11-16","9860000000000","Q",24474,"ARADi"
"2021-11-16","3270000000000","Q",15680,"ARADü"
"2021-11-16","2080000000000","Q",6514,"ARAHo"
"2021-11-16","7090000000000","Q",3605,"ARAIL"
"2021-11-16","2000000000000","Q",6011,"ARAMe"
"2021-11-16","5550000000000","Q",12992,"ARANi"
"2021-11-16","4460000000000","Q",11505,"ARAUs"
"2021-11-16","2970000000000","Q",6690,"ARAWe"
"2021-11-16","4470000000000","Q",36000,"ARAWi"
"2021-11-16","15900000000000","Q",128546,"ARAZH"
"2021-11-17","5130000000000","Q",36100,"ARAWi"
"2021-11-18","2520000000000","Q",5063,"ARAAf"
"2021-11-18","3880000000000","Q",1930,"ARAAn"
"2021-11-18","5840000000000","Q",7756,"ARABü"
"2021-11-18","3970000000000","Q",24216,"ARADi"
"2021-11-18","1210000000000","Q",15120,"ARADü"
"2021-11-18","1040000000000","Q",6209,"ARAHo"
"2021-11-18","9310000000000","Q",3812,"ARAIL"
"2021-11-18","1350000000000","Q",5965,"ARAMe"
"2021-11-18","4510000000000","Q",12915,"ARANi"
"2021-11-18","3020000000000","Q",11133,"ARAUs"
"2021-11-18","2770000000000","Q",6665,"ARAWe"
"2021-11-18","4350000000000","Q",35800,"ARAWi"
"2021-11-18","5500000000000","Q",131427,"ARAZH"
"2021-11-21","3750000000000","Q",5280,"ARAAf"
"2021-11-21","8480000000000","Q",1934,"ARAAn"
"2021-11-21","5650000000000","Q",8144,"ARABü"
"2021-11-21","2970000000000","Q",23111,"ARADi"
"2021-11-21","1540000000000","Q",14290,"ARADü"
"2021-11-21","2820000000000","Q",6275,"ARAHo"
"2021-11-21","11000000000000","Q",4100,"ARAIL"
"2021-11-21","1860000000000","Q",5971,"ARAMe"
"2021-11-21","4220000000000","Q",13047,"ARANi"
"2021-11-21","4220000000000","Q",11907,"ARAUs"
"2021-11-21","2840000000000","Q",6585,"ARAWe"
"2021-11-21","4240000000000","Q",34800,"ARAWi"
"2021-11-21","4390000000000","Q",124443,"ARAZH"
"2021-11-22","4440000000000","Q",37800,"ARAWi"
"2021-11-23","6590000000000","Q",4987,"ARAAf"
"2021-11-23","10300000000000","Q",1987,"ARAAn"
"2021-11-23","2370000000000","Q",8147,"ARABü"
"2021-11-23","4820000000000","Q",24879,"ARADi"
"2021-11-23","1300000000000","Q",15160,"ARADü"
"2021-11-23","3430000000000","Q",6114,"ARAHo"
"2021-11-23","6270000000000","Q",3800,"ARAIL"
"2021-11-23","3100000000000","Q",5862,"ARAMe"
"2021-11-23","6780000000000","Q",12555,"ARANi"
"2021-11-23","4500000000000","Q",11634,"ARAUs"
"2021-11-23","2370000000000","Q",6686,"ARAWe"
"2021-11-23","5610000000000","Q",35614,"ARAWi"
"2021-11-23","1780000000000","Q",136283,"ARAZH"
"2021-11-24","14500000000000","Q",35400,"ARAWi"
"2021-11-25","16800000000000","Q",5227,"ARAAf"
"2021-11-25","10500000000000","Q",1942,"ARAAn"
"2021-11-25","6920000000000","Q",8122,"ARABü"
"2021-11-25","7100000000000","Q",24236,"ARADi"
"2021-11-25","6310000000000","Q",15280,"ARADü"
"2021-11-25","6850000000000","Q",6021,"ARAHo"
"2021-11-25","16900000000000","Q",3890,"ARAIL"
"2021-11-25","6100000000000","Q",5936,"ARAMe"
"2021-11-25","17100000000000","Q",13155,"ARANi"
"2021-11-25","6260000000000","Q",11479,"ARAUs"
"2021-11-25","7530000000000","Q",6709,"ARAWe"
"2021-11-25","8770000000000","Q",36300,"ARAWi"
"2021-11-25","8680000000000","Q",134734,"ARAZH"
"2021-11-28","7520000000000","Q",6992,"ARAAf"
"2021-11-28","12000000000000","Q",2183,"ARAAn"
"2021-11-28","7350000000000","Q",9716,"ARABü"
"2021-11-28","7030000000000","Q",27329,"ARADi"
"2021-11-28","8630000000000","Q",15120,"ARADü"
"2021-11-28","5650000000000","Q",8022,"ARAHo"
"2021-11-28","11700000000000","Q",5123,"ARAIL"
"2021-11-28","13300000000000","Q",7811,"ARAMe"
"2021-11-28","7690000000000","Q",15496,"ARANi"
"2021-11-28","5610000000000","Q",15416,"ARAUs"
"2021-11-28","9800000000000","Q",7333,"ARAWe"
"2021-11-28","5160000000000","Q",39200,"ARAWi"
"2021-11-28","4900000000000","Q",151407,"ARAZH"
"2021-11-29","7960000000000","Q",47800,"ARAWi"
"2021-11-30","11100000000000","Q",6806,"ARAAf"
"2021-11-30","13000000000000","Q",2845,"ARAAn"
"2021-11-30","10800000000000","Q",11106,"ARABü"
"2021-11-30","16500000000000","Q",30838,"ARADi"
"2021-11-30","7070000000000","Q",16180,"ARADü"
"2021-11-30","11900000000000","Q",11046,"ARAHo"
"2021-11-30","11700000000000","Q",6400,"ARAIL"
"2021-11-30","6980000000000","Q",12038,"ARAMe"
"2021-11-30","11400000000000","Q",19171,"ARANi"
"2021-11-30","9480000000000","Q",17844,"ARAUs"
"2021-11-30","11100000000000","Q",8122,"ARAWe"
"2021-11-30","7410000000000","Q",48000,"ARAWi"
"2021-11-30","3920000000000","Q",174719,"ARAZH"
"2021-12-01","6270000000000","Q",65125,"ARAWi"
"2021-12-02","7150000000000","Q",8659,"ARAAf"
"2021-12-02","7920000000000","Q",3224,"ARAAn"
"2021-12-02","9760000000000","Q",11967,"ARABü"
"2021-12-02","8400000000000","Q",31082,"ARADi"
"2021-12-02","6190000000000","Q",22320,"ARADü"
"2021-12-02","5160000000000","Q",12452,"ARAHo"
"2021-12-02","13800000000000","Q",7274,"ARAIL"
"2021-12-02","7020000000000","Q",11354,"ARAMe"
"2021-12-02","6170000000000","Q",24365,"ARANi"
"2021-12-02","6100000000000","Q",21089,"ARAUs"
"2021-12-02","4090000000000","Q",15438,"ARAWe"
"2021-12-02","5760000000000","Q",55137,"ARAWi"
"2021-12-02","4790000000000","Q",227058,"ARAZH"
"2021-12-05","21600000000000","Q",6606,"ARAAf"
"2021-12-05","12500000000000","Q",4164,"ARAAn"
"2021-12-05","3800000000000","Q",15843,"ARABü"
"2021-12-05","12300000000000","Q",38317,"ARADi"
"2021-12-05","7910000000000","Q",24420,"ARADü"
"2021-12-05","3300000000000","Q",14521,"ARAHo"
"2021-12-05","3640000000000","Q",8950,"ARAIL"
"2021-12-05","13100000000000","Q",10874,"ARAMe"
"2021-12-05","9670000000000","Q",31876,"ARANi"
"2021-12-05","5150000000000","Q",18269,"ARAUs"
"2021-12-05","7070000000000","Q",16448,"ARAWe"
"2021-12-05","10200000000000","Q",82100,"ARAWi"
"2021-12-05","9730000000000","Q",269587,"ARAZH"
"2021-12-06","4930000000000","Q",53500,"ARAWi"
"2021-12-07","8150000000000","Q",9695,"ARAAf"
"2021-12-07","5860000000000","Q",2963,"ARAAn"
"2021-12-07","5730000000000","Q",11681,"ARABü"
"2021-12-07","12600000000000","Q",30187,"ARADi"
"2021-12-07","4950000000000","Q",20060,"ARADü"
"2021-12-07","2610000000000","Q",10771,"ARAHo"
"2021-12-07","4390000000000","Q",7410,"ARAIL"
"2021-12-07","2980000000000","Q",11738,"ARAMe"
"2021-12-07","7700000000000","Q",25101,"ARANi"
"2021-12-07","4310000000000","Q",18973,"ARAUs"
"2021-12-07","4870000000000","Q",10630,"ARAWe"
"2021-12-07","6260000000000","Q",57700,"ARAWi"
"2021-12-07","8000000000000","Q",175610,"ARAZH"
"2021-12-08","7220000000000","Q",119900,"ARAWi"
"2021-12-09","8610000000000","Q",13421,"ARAAf"
"2021-12-09","2850000000000","Q",5042,"ARAAn"
"2021-12-09","5170000000000","Q",19621,"ARABü"
"2021-12-09","7440000000000","Q",54404,"ARADi"
"2021-12-09","4850000000000","Q",32560,"ARADü"
"2021-12-09","4460000000000","Q",21894,"ARAHo"
"2021-12-09","5920000000000","Q",10860,"ARAIL"
"2021-12-09","11100000000000","Q",23644,"ARAMe"
"2021-12-09","8880000000000","Q",41594,"ARANi"
"2021-12-09","3770000000000","Q",26948,"ARAUs"
